team name,player name,rating,rWin,win percentage,rScore,score per game,rGoals,goals per game,rAssists,assists per game,rSaves,saves per game,rShots,shots per game,rShooting,shooting percentage,rDemos,demos inflicted per game
GENG MOBIL 1,Retals,1.044,1.092,47.83,0.984,360.65,0.693,0.43,1.801,0.83,0.945,1.65,1.045,2.87,0.666,15.15,1.681,2.22
COMPLEXITY,Reysbull,1.138,1.413,61.9,0.974,357.1,0.999,0.62,1.345,0.62,0.871,1.52,0.765,2.1,1.299,29.55,0.833,1.1
SPACESTATION,Scrzbbles,1.1,1.384,60.61,0.964,353.45,1.128,0.7,0.911,0.42,0.922,1.61,1.059,2.91,1.053,23.96,1.121,1.48
TEAM EVO,Speed,1.016,0.979,42.86,0.94,344.62,0.918,0.57,1.345,0.62,0.957,1.67,0.954,2.62,0.959,21.82,0.507,0.67
TEAM G.A.S.,Squishy,0.78,0.623,27.27,0.912,334.27,0.886,0.55,0.391,0.18,0.991,1.73,0.892,2.45,0.977,22.22,0.204,0.27
DELETED,Wahvey,1.089,1.191,52.17,0.943,345.65,0.983,0.61,1.41,0.65,0.922,1.61,1.012,2.78,0.962,21.88,1.582,2.09
OMELETTE,Zineel,1.125,1.038,45.45,1.048,384.27,0.886,0.55,1.779,0.82,1.197,2.09,1.092,3.0,0.799,18.18,1.098,1.45
TEAM EVO,arju,0.961,0.979,42.86,1.036,380.05,1.079,0.67,0.521,0.24,1.088,1.9,0.885,2.43,1.207,27.45,0.757,1.0
COMPLEXITY,crr,1.151,1.413,61.9,0.992,363.67,1.224,0.76,1.128,0.52,0.791,1.38,0.987,2.71,1.234,28.07,0.977,1.29
STRICTLY BIZ,eekso,0.848,0.571,25.0,1.045,383.0,0.805,0.5,0.825,0.38,1.214,2.12,1.048,2.88,0.765,17.39,0.469,0.62
SPACESTATION,frosty,1.133,1.384,60.61,1.217,446.39,0.725,0.45,1.389,0.64,1.404,2.45,1.125,3.09,0.647,14.71,0.871,1.15
WURSTLSTAND,hazo,0.633,0.571,25.0,0.833,305.62,0.193,0.12,0.825,0.38,1.003,1.75,1.048,2.88,0.191,4.35,0.568,0.75
PIRATES,hocke,0.9,0.761,33.33,0.92,337.5,1.208,0.75,0.542,0.25,0.716,1.25,0.881,2.42,1.364,31.03,1.136,1.5
9LIVES,hockser,1.023,1.276,55.88,0.938,343.91,0.805,0.5,1.28,0.59,0.842,1.47,1.038,2.85,0.771,17.53,0.803,1.06
REBELLION,justin.,0.955,0.878,38.46,0.967,354.46,1.24,0.77,0.673,0.31,0.75,1.31,1.038,2.85,1.188,27.03,0.931,1.23
9LIVES,kxfyr,1.133,1.276,55.88,1.075,394.21,1.272,0.79,0.825,0.38,1.094,1.91,1.038,2.85,1.224,27.84,2.006,2.65
GENG MOBIL 1,majicbear.,1.119,1.092,47.83,1.023,375.17,1.337,0.83,1.128,0.52,0.848,1.48,0.997,2.74,1.326,30.16,1.022,1.35
TECH,oEvoh,0.864,0.761,33.33,1.045,383.33,0.709,0.44,0.716,0.33,1.335,2.33,1.012,2.78,0.704,16.0,1.514,2.0
OMELETTE,percy.,1.119,1.038,45.45,1.132,414.91,1.611,1.0,0.586,0.27,0.991,1.73,1.223,3.36,1.307,29.73,0.757,1.0
WURSTLSTAND,pzy,0.776,0.571,25.0,0.925,339.12,0.999,0.62,0.26,0.12,0.928,1.62,1.001,2.75,0.999,22.73,0.469,0.62
TEAM EVO,relatingwave,0.861,0.979,42.86,0.852,312.43,0.693,0.43,0.825,0.38,0.899,1.57,0.641,1.76,1.069,24.32,0.977,1.29
ALMOST NUTS,repeat,0.811,0.761,33.33,0.708,259.67,0.709,0.44,1.215,0.56,0.51,0.89,0.768,2.11,0.926,21.05,1.681,2.22
SPACESTATION,reveal,1.094,1.384,60.61,0.92,337.21,1.128,0.7,0.846,0.39,0.888,1.55,0.826,2.27,1.349,30.67,1.31,1.73
ALMOST NUTS,skippy0',0.988,0.761,33.33,1.002,367.33,1.256,0.78,0.955,0.44,0.825,1.44,1.012,2.78,1.231,28.0,0.84,1.11
TECH,tawk,1.048,0.761,33.33,1.204,441.33,0.902,0.56,1.215,0.56,1.53,2.67,1.376,3.78,0.647,14.71,0.757,1.0
ALMOST NUTS,tcorrell,0.997,0.761,33.33,1.069,391.89,0.902,0.56,0.955,0.44,1.593,2.78,1.012,2.78,0.879,20.0,2.188,2.89
