team name,player name,rating,rWin,win percentage,rScore,score per game,rGoals,goals per game,rAssists,assists per game,rSaves,saves per game,rShots,shots per game,rShooting,shooting percentage,rDemos,demos inflicted per game
NOMSTER,Shark.,1.011,0.569,25.0,1.21,456.62,0.922,0.62,1.369,0.75,1.493,2.62,1.125,3.12,0.807,20.0,1.204,1.5
REDEMPTION,Smokez,0.726,0.91,40.0,0.771,291.1,0.446,0.3,0.73,0.4,0.855,1.5,0.613,1.7,0.712,17.65,0.562,0.7
TEAM JJROX,Stake,0.827,0.758,33.33,0.919,346.83,0.743,0.5,0.767,0.42,0.997,1.75,0.721,2.0,1.009,25.0,0.666,0.83
REDEMPTION,Toxiic,0.864,0.91,40.0,0.868,327.4,1.041,0.7,0.183,0.1,0.969,1.7,0.829,2.3,1.228,30.43,0.722,0.9
KARMINE CORP,Vatira,1.335,1.911,84.0,0.983,371.12,1.368,0.92,1.168,0.64,0.957,1.68,1.125,3.12,1.19,29.49,1.67,2.08
100%,accro,1.023,1.138,50.0,1.004,378.73,1.19,0.8,0.785,0.43,0.798,1.4,0.973,2.7,1.195,29.63,1.124,1.4
KARMINE CORP,dralii,1.53,1.911,84.0,1.214,458.16,1.844,1.24,1.606,0.88,0.934,1.64,1.442,4.0,1.251,31.0,1.027,1.28
F4WD,ejby,0.657,0.325,14.29,0.94,354.71,0.639,0.43,0.256,0.14,1.305,2.29,0.721,2.0,0.865,21.43,0.112,0.14
CALIENTE,growlii,0.927,0.91,40.0,0.96,362.1,1.041,0.7,0.548,0.3,1.026,1.8,1.19,3.3,0.856,21.21,1.124,1.4
NIP,itachi,1.043,1.177,51.72,0.882,332.93,0.922,0.62,1.387,0.76,0.803,1.41,0.919,2.55,0.981,24.32,0.474,0.59
DIGNITAS,joreuz,1.055,1.219,53.57,0.96,362.25,1.279,0.86,0.657,0.36,0.855,1.5,1.222,3.39,1.019,25.26,1.148,1.43
M8 ALPINE,juicy,0.929,0.827,36.36,1.044,393.91,0.535,0.36,1.497,0.82,1.293,2.27,0.851,2.36,0.621,15.38,1.019,1.27
SAVE THE GAME,mtzR.,0.952,1.138,50.0,1.023,386.0,0.372,0.25,1.369,0.75,1.139,2.0,1.323,3.67,0.275,6.82,0.538,0.67
NIP,nass,1.235,1.177,51.72,1.154,435.34,1.636,1.1,1.132,0.62,0.946,1.66,1.157,3.21,1.388,34.41,0.971,1.21
GEEKAY ESPORTS,oaly.,1.152,1.3,57.14,1.006,379.52,1.204,0.81,1.296,0.71,0.866,1.52,1.118,3.1,1.055,26.15,1.373,1.71
M8 ALPINE,radosin75,0.927,0.827,36.36,0.79,298.27,0.952,0.64,1.332,0.73,0.57,1.0,1.017,2.82,0.911,22.58,1.461,1.82
100%,rehzzy,1.001,1.138,50.0,1.103,416.2,0.892,0.6,0.913,0.5,1.122,1.97,1.02,2.83,0.855,21.18,1.204,1.5
CALIENTE,saizen,0.742,0.91,40.0,0.667,251.6,0.743,0.5,0.548,0.3,0.399,0.7,0.649,1.8,1.121,27.78,1.525,1.9
DIGNITAS,stizzy,1.126,1.219,53.57,1.036,390.86,1.175,0.79,1.168,0.64,0.997,1.75,0.966,2.68,1.183,29.33,0.771,0.96
STARTPOINT,yujin,1.067,1.057,46.43,1.032,389.57,1.175,0.79,1.04,0.57,0.974,1.71,1.237,3.43,0.925,22.92,0.69,0.86
TEAM VITALITY,zen,1.278,1.248,54.84,1.199,452.32,1.576,1.06,1.533,0.84,0.809,1.42,1.453,4.03,1.065,26.4,1.373,1.71
