team name,player name,rating,rWin,win percentage,rScore,score per game,rGoals,goals per game,rAssists,assists per game,rSaves,saves per game,rShots,shots per game,rShooting,shooting percentage,rDemos,demos inflicted per game
INFAMOUS,NX | Pr,0.783,0.624,25.0,0.812,288.25,0.804,0.5,0.793,0.38,0.697,1.12,0.761,1.88,1.1,26.67,1.064,1.25
INFINITY,Nadr,0.79,0.624,25.0,0.868,308.12,0.611,0.38,1.043,0.5,0.933,1.5,0.963,2.38,0.651,15.79,0.851,1.0
SLEEPING,Naizak,0.926,0.832,33.33,0.968,343.78,0.627,0.39,1.272,0.61,1.176,1.89,0.583,1.44,1.11,26.92,0.519,0.61
AL QADSIAH,Nush,1.183,1.29,51.72,1.073,381.0,1.271,0.79,1.085,0.52,1.095,1.76,1.186,2.93,1.116,27.06,1.643,1.93
TWISTED MINDS,Nwpo,1.406,1.693,67.86,1.186,421.0,1.609,1.0,1.481,0.71,0.908,1.46,1.461,3.61,1.143,27.72,1.43,1.68
ZZZ-1,Nym0,0.769,0.68,27.27,1.008,358.09,0.434,0.27,0.751,0.36,1.412,2.27,0.846,2.09,0.538,13.04,1.32,1.55
LORE,Rez,0.412,0.0,0.0,1.029,365.33,0.0,0.0,0.688,0.33,1.449,2.33,0.538,1.33,0.0,0.0,0.851,1.0
MTS,Rocket League Referee #73,0.576,2.495,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEAM FALCONS,Rw9,1.361,1.919,76.92,1.046,371.62,1.046,0.65,1.919,0.92,0.908,1.46,0.963,2.38,1.131,27.42,0.919,1.08
INFAMOUS,Sergeant,0.866,0.624,25.0,0.967,343.5,0.611,0.38,1.564,0.75,0.933,1.5,0.858,2.12,0.728,17.65,0.639,0.75
MTS,T7LM,1.481,1.663,66.67,1.246,442.5,2.011,1.25,1.398,0.67,0.827,1.33,1.368,3.38,1.528,37.04,0.46,0.54
AL QADSIAH,Tox,1.114,1.29,51.72,1.076,382.24,1.11,0.69,0.939,0.45,1.113,1.79,1.101,2.72,1.044,25.32,0.766,0.9
ZZZ-1,Trook,1.025,0.68,27.27,1.125,399.55,1.319,0.82,0.751,0.36,1.188,1.91,0.955,2.36,1.428,34.62,1.779,2.09
TEAM X,Twiz,1.013,0.98,39.29,0.925,328.61,1.319,0.82,0.751,0.36,0.69,1.11,1.287,3.18,1.066,25.84,0.698,0.82
BOV,Venom,1.192,1.426,57.14,0.992,352.24,1.384,0.86,1.085,0.52,0.709,1.14,1.004,2.48,1.428,34.62,1.26,1.48
AWAWA,Yazeed,1.071,1.143,45.83,1.082,384.08,1.335,0.83,0.521,0.25,0.983,1.58,1.449,3.58,0.959,23.26,0.783,0.92
LORE,aboSaeeD,0.736,0.0,0.0,0.81,287.67,1.078,0.67,0.688,0.33,0.417,0.67,0.538,1.33,2.062,50.0,0.851,1.0
INFAMOUS,abood.,0.496,0.0,0.0,0.937,332.83,0.531,0.33,0.355,0.17,0.622,1.0,1.283,3.17,0.434,10.53,0.57,0.67
TEAM ESPADA,ams.,1.092,1.134,45.45,1.213,430.91,1.03,0.64,0.751,0.36,1.524,2.45,1.214,3.0,0.875,21.21,0.306,0.36
INFINITY,cAbdllah,0.835,0.624,25.0,0.882,313.12,0.997,0.62,0.521,0.25,0.933,1.5,1.012,2.5,1.031,25.0,1.175,1.38
TEAM ESPADA,creepy,0.894,1.134,45.45,0.934,331.82,0.885,0.55,0.375,0.18,0.902,1.45,0.773,1.91,1.178,28.57,0.775,0.91
INN,isRakan,1.216,1.134,45.45,1.076,382.18,1.319,0.82,1.523,0.73,1.02,1.64,1.178,2.91,1.16,28.12,1.005,1.18
SLEEPING,lynx,1.194,0.832,33.33,1.135,402.89,1.512,0.94,1.043,0.5,1.281,2.06,0.878,2.17,1.798,43.59,0.758,0.89
INN,nmj,1.229,1.134,45.45,1.101,390.82,1.03,0.64,2.274,1.09,0.846,1.36,1.36,3.36,0.78,18.92,1.779,2.09
AWAWA,o0vvl,0.989,1.143,45.83,0.939,333.54,0.869,0.54,1.043,0.5,0.883,1.42,1.097,2.71,0.825,20.0,1.243,1.46
INFINITY,oVaMPiERz,0.805,0.624,25.0,0.967,343.25,0.997,0.62,0.25,0.12,1.008,1.62,1.012,2.5,1.031,25.0,0.528,0.62
TWISTED MINDS,rise.,1.414,1.693,67.86,1.102,391.5,1.721,1.07,1.564,0.75,0.69,1.11,1.4,3.46,1.276,30.93,0.945,1.11
MTS,suspect,1.524,1.663,66.67,1.207,428.46,1.48,0.92,2.524,1.21,0.933,1.5,1.198,2.96,1.278,30.99,0.817,0.96
TEAM FALCONS,trk511,1.524,1.919,76.92,1.312,466.08,1.979,1.23,1.126,0.54,1.051,1.69,1.526,3.77,1.347,32.65,0.783,0.92
BOV,v.ops1,1.14,1.426,57.14,0.986,350.29,1.142,0.71,1.001,0.48,0.945,1.52,1.137,2.81,1.048,25.42,1.217,1.43
ZZZ-1,zeeyad,0.912,0.68,27.27,0.978,347.36,0.885,0.55,1.147,0.55,0.964,1.55,0.919,2.27,0.99,24.0,2.086,2.45
XNIGHTMARE,ziyad,0.878,0.832,33.33,0.928,329.5,1.078,0.67,0.0,0.0,1.138,1.83,0.741,1.83,1.5,36.36,1.132,1.33
