team name,player name,rating,rWin,win percentage,rScore,score per game,rGoals,goals per game,rAssists,assists per game,rSaves,saves per game,rShots,shots per game,rShooting,shooting percentage,rDemos,demos inflicted per game
NIP,itachi,1.145,1.426,62.07,0.901,329.69,1.117,0.69,1.452,0.69,0.626,1.07,1.021,2.83,1.088,24.39,0.542,0.69
DIGNITAS,joreuz,1.025,0.972,42.31,1.073,392.73,1.182,0.73,0.737,0.35,1.1,1.88,1.22,3.38,0.963,21.59,0.903,1.15
M8 ALPINE,juicy,0.884,0.884,38.46,0.942,344.69,0.68,0.42,1.052,0.5,1.035,1.77,0.805,2.23,0.846,18.97,1.177,1.5
NOVO ESPORTS,mala7,0.966,0.574,25.0,1.05,384.38,1.004,0.62,0.8,0.38,1.392,2.38,0.632,1.75,1.593,35.71,1.475,1.88
SAVE THE GAME,mtzR.,0.799,0.766,33.33,0.863,315.75,0.68,0.42,0.884,0.42,0.778,1.33,1.083,3.0,0.62,13.89,0.918,1.17
NIP,nass,1.327,1.426,62.07,1.171,428.69,1.732,1.07,1.305,0.62,0.825,1.41,1.321,3.66,1.305,29.25,1.005,1.28
GEEKAY ESPORTS,oaly.,1.032,1.094,47.62,0.954,349.14,1.149,0.71,0.905,0.43,0.866,1.48,1.083,3.0,1.062,23.81,1.193,1.52
100%,rehzzy,1.142,1.284,55.88,1.102,403.35,1.004,0.62,1.305,0.62,1.187,2.03,0.945,2.62,1.053,23.6,1.13,1.44
SELECAO,rust ez95,0.85,0.657,28.57,1.044,382.14,0.696,0.43,0.61,0.29,1.503,2.57,0.617,1.71,1.115,25.0,1.122,1.43
CALIENTE,saizenrl,1.354,1.149,50.0,1.154,422.58,1.894,1.17,1.578,0.75,0.831,1.42,1.173,3.25,1.601,35.9,1.507,1.92
DIGNITAS,stizzy,0.987,0.972,42.31,0.976,357.08,0.809,0.5,1.536,0.73,0.766,1.31,1.137,3.15,0.707,15.85,0.722,0.92
SYNERGY,tehqoz,0.951,0.836,36.36,1.06,388.18,0.728,0.45,1.157,0.55,1.328,2.27,0.92,2.55,0.797,17.86,0.644,0.82
STARTPOINT,yujin,0.72,0.919,40.0,0.86,314.7,0.324,0.2,0.842,0.4,0.936,1.6,0.794,2.2,0.405,9.09,0.942,1.2
TEAM VITALITY,zen,1.363,1.723,75.0,1.222,447.38,1.425,0.88,1.41,0.67,0.977,1.67,1.563,4.33,0.901,20.19,1.538,1.96
