team name,player name,rating,rWin,win percentage,rScore,score per game,rGoals,goals per game,rAssists,assists per game,rSaves,saves per game,rShots,shots per game,rShooting,shooting percentage,rDemos,demos inflicted per game
STARTPOINT,Mittaen,0.93,1.021,43.48,0.954,342.04,0.761,0.48,1.03,0.52,0.983,1.61,0.938,2.43,0.801,19.64,1.51,1.91
ASCEND,Nico,0.884,1.007,42.86,1.019,365.36,0.793,0.5,0.574,0.29,1.093,1.79,0.853,2.21,0.921,22.58,0.735,0.93
NIP,Oski,1.029,1.021,43.48,1.052,377.04,1.031,0.65,1.129,0.57,0.824,1.35,1.479,3.83,0.695,17.05,0.553,0.7
RRG,Rizex,0.897,0.336,14.29,1.225,439.0,1.364,0.86,0.277,0.14,1.307,2.14,0.938,2.43,1.439,35.29,1.02,1.29
TEAM JJROX,Rxii,0.841,0.783,33.33,1.011,362.58,0.523,0.33,0.99,0.5,1.325,2.17,0.803,2.08,0.653,16.0,0.988,1.25
RRG,Rysfox.,0.731,0.336,14.29,0.937,336.0,0.904,0.57,0.574,0.29,0.873,1.43,0.938,2.43,0.96,23.53,0.79,1.0
M8 ALPINE,Seikoo,0.845,0.94,40.0,0.905,324.6,0.793,0.5,0.594,0.3,0.916,1.5,0.811,2.1,0.971,23.81,0.395,0.5
REDEMPTION,Smokez,0.837,0.783,33.33,0.879,315.0,0.888,0.56,0.653,0.33,0.849,1.39,0.988,2.56,0.887,21.74,0.656,0.83
TEAM JJROX,Stake,0.997,0.783,33.33,1.018,364.83,0.92,0.58,0.832,0.42,1.325,2.17,0.548,1.42,1.679,41.18,0.925,1.17
REDEMPTION,Toxiic,0.885,0.783,33.33,0.968,346.94,0.793,0.5,0.99,0.5,1.02,1.67,0.857,2.22,0.918,22.5,0.703,0.89
KARMINE CORP,Vatira,1.342,1.664,70.83,0.995,356.54,1.523,0.96,1.406,0.71,0.788,1.29,0.996,2.58,1.513,37.1,1.612,2.04
100%,accro,1.202,1.226,52.17,1.216,435.78,1.443,0.91,0.693,0.35,1.435,2.35,1.274,3.3,1.127,27.63,1.099,1.39
SYNERGY,ajg.,1.162,0.783,33.33,1.078,386.33,1.713,1.08,1.327,0.67,0.714,1.17,1.189,3.08,1.433,35.14,1.249,1.58
REDEMPTION,beasty,0.514,0.0,0.0,0.721,258.5,0.523,0.33,0.337,0.17,1.02,1.67,0.645,1.67,0.816,20.0,0.53,0.67
KARMINE CORP,dralii,1.437,1.664,70.83,1.265,453.42,1.65,1.04,1.327,0.67,1.294,2.12,1.174,3.04,1.397,34.25,0.656,0.83
F4WD,ejby,0.731,0.587,25.0,0.844,302.62,0.793,0.5,0.238,0.12,1.068,1.75,0.869,2.25,0.906,22.22,0.395,0.5
CALIENTE,growlii,0.861,1.175,50.0,0.888,318.5,0.571,0.36,0.851,0.43,0.83,1.36,1.046,2.71,0.537,13.16,0.68,0.86
NIP,itachi,0.979,1.021,43.48,0.888,318.52,0.904,0.57,1.208,0.61,0.824,1.35,1.043,2.7,0.855,20.97,0.656,0.83
DIGNITAS,joreuz,1.211,1.607,68.42,1.031,369.47,1.332,0.84,0.931,0.47,0.836,1.37,0.915,2.37,1.45,35.56,0.956,1.21
M8 ALPINE,juicy,0.948,0.94,40.0,0.914,327.5,0.793,0.5,1.386,0.7,0.794,1.3,0.965,2.5,0.816,20.0,1.976,2.5
NIP,nass,1.149,1.021,43.48,1.12,401.39,1.38,0.87,1.129,0.57,1.087,1.78,1.193,3.09,1.149,28.17,0.893,1.13
GEEKAY ESPORTS,oaly.,1.315,1.745,74.29,1.056,378.71,1.443,0.91,1.248,0.63,0.836,1.37,1.193,3.09,1.208,29.63,1.035,1.31
M8 ALPINE,radosinho,0.806,0.94,40.0,0.842,301.8,0.793,0.5,0.396,0.2,0.855,1.4,1.004,2.6,0.784,19.23,1.344,1.7
100%,rehzzy,1.083,1.226,52.17,1.075,385.3,0.825,0.52,1.465,0.74,1.087,1.78,0.992,2.57,0.83,20.34,1.099,1.39
CALIENTE,saizen,0.933,1.175,50.0,0.849,304.29,1.015,0.64,0.574,0.29,0.696,1.14,1.077,2.79,0.941,23.08,1.352,1.71
DIGNITAS,stizzy,1.079,1.607,68.42,0.968,347.0,0.746,0.47,0.931,0.47,1.191,1.95,0.954,2.47,0.781,19.15,0.83,1.05
SYNERGY,tehqoz,1.295,0.783,33.33,1.364,489.08,1.586,1.0,1.822,0.92,1.325,2.17,1.224,3.17,1.288,31.58,1.32,1.67
REDEMPTION,uncle bill,0.771,0.0,0.0,1.023,366.67,0.793,0.5,0.653,0.33,1.63,2.67,0.579,1.5,1.359,33.33,0.395,0.5
STARTPOINT,yujin,1.195,1.021,43.48,1.197,429.13,1.38,0.87,1.208,0.61,1.3,2.13,1.073,2.78,1.274,31.25,0.79,1.0
TEAM VITALITY,zen,1.431,1.321,56.25,1.326,475.41,1.935,1.22,1.485,0.75,1.105,1.81,1.579,4.09,1.214,29.77,1.035,1.31
