team name,player name,rating,rWin,win percentage,rScore,score per game,rGoals,goals per game,rAssists,assists per game,rSaves,saves per game,rShots,shots per game,rShooting,shooting percentage,rDemos,demos inflicted per game
FOFOS,ViitiN new bind,0.861,0.332,14.29,0.976,344.57,1.047,0.57,1.074,0.43,0.899,1.57,1.127,3.0,0.953,19.05,0.412,0.57
MOONRISE,Yukeo,0.981,1.086,46.67,1.072,378.27,0.863,0.47,0.825,0.33,1.185,2.07,0.902,2.4,0.972,19.44,0.289,0.4
FOFOS,aguz,0.8,0.332,14.29,0.881,310.86,1.047,0.57,0.725,0.29,0.819,1.43,0.86,2.29,1.251,25.0,0.724,1.0
NOVUS AEVI,alpe,1.102,1.086,46.67,0.982,346.53,1.102,0.6,1.499,0.6,0.802,1.4,0.977,2.6,1.155,23.08,1.209,1.67
CORINTHIANS,bradk1ng,1.227,1.378,59.26,1.064,375.44,1.359,0.74,1.099,0.44,1.019,1.78,0.917,2.44,1.516,30.3,0.991,1.37
SUNSET,caard,1.205,1.073,46.15,1.144,403.62,1.561,0.85,1.049,0.42,1.037,1.81,1.559,4.15,1.019,20.37,1.114,1.54
NOVUS AEVI,caiotg1,1.121,1.086,46.67,1.027,362.53,1.34,0.73,1.174,0.47,0.762,1.33,1.379,3.67,1.0,20.0,0.868,1.2
SUNSET,crn.,0.993,1.073,46.15,1.1,388.27,0.643,0.35,1.149,0.46,1.432,2.5,0.909,2.42,0.715,14.29,0.948,1.31
FEAR OF GOD,dappluto,1.133,1.231,52.94,1.073,378.47,1.304,0.71,1.024,0.41,0.876,1.53,1.259,3.35,1.053,21.05,1.064,1.47
SUNSET,davi,0.964,1.073,46.15,0.84,296.58,0.992,0.54,0.95,0.38,0.681,1.19,0.883,2.35,1.148,22.95,1.172,1.62
CORINTHIANS,droppz,1.15,1.378,59.26,1.054,371.96,1.285,0.7,0.925,0.37,0.893,1.56,1.198,3.19,1.105,22.09,0.962,1.33
FURIA,ghostyann,1.562,1.954,84.0,1.159,409.08,1.542,0.84,2.299,0.92,0.87,1.52,1.247,3.32,1.266,25.3,0.897,1.24
FEAR OF GOD,ianpinheiro,1.065,1.231,52.94,1.047,369.41,0.973,0.53,0.875,0.35,1.214,2.12,1.15,3.06,0.866,17.31,1.274,1.76
BOCA TEAM,kevinacho,0.639,0.332,14.29,0.943,332.71,0.533,0.29,0.35,0.14,1.225,2.14,1.018,2.71,0.527,10.53,1.86,2.57
TEAM SECRET,kv1.exe,1.313,1.329,57.14,1.166,411.32,1.763,0.96,0.974,0.39,1.105,1.93,1.247,3.32,1.452,29.03,1.187,1.64
BLAZAR,leodkn1,1.149,1.292,55.56,0.953,336.33,1.028,0.56,1.674,0.67,0.744,1.3,0.834,2.22,1.251,25.0,1.129,1.56
MACABROS,mav~~,1.0,0.775,33.33,1.119,394.89,1.432,0.78,0.0,0.0,1.208,2.11,0.751,2.0,1.945,38.89,1.527,2.11
GENESIS,misery,0.996,0.997,42.86,1.102,388.76,0.79,0.43,0.95,0.38,1.443,2.52,0.913,2.43,0.883,17.65,0.55,0.76
GENESIS,"mzkn"")",0.896,0.997,42.86,0.782,275.9,0.881,0.48,0.95,0.38,0.601,1.05,0.932,2.48,0.962,19.23,0.687,0.95
LEAVE NO WITNESS,nachosky,0.891,0.581,25.0,0.996,351.38,0.918,0.5,0.95,0.38,1.077,1.88,1.172,3.12,0.8,16.0,1.172,1.62
BLAZAR,nxghtt,1.19,1.292,55.56,1.054,371.89,1.23,0.67,1.299,0.52,0.996,1.74,0.947,2.52,1.324,26.47,0.883,1.22
BOCA TEAM,plgabriel,0.823,0.332,14.29,0.947,334.14,0.533,0.29,1.424,0.57,1.392,2.43,0.913,2.43,0.588,11.76,0.412,0.57
BOCA TEAM,reis,0.677,0.332,14.29,1.12,395.14,0.533,0.29,0.35,0.14,1.472,2.57,1.018,2.71,0.527,10.53,1.346,1.86
OBLIVION ESPORTS,snipjz.,0.909,1.057,45.45,0.996,351.55,0.826,0.45,0.45,0.18,1.094,1.91,1.296,3.45,0.658,13.16,0.593,0.82
OBLIVION ESPORTS,sobral,0.956,1.057,45.45,0.928,327.64,1.175,0.64,0.45,0.18,0.727,1.27,0.819,2.18,1.459,29.17,0.789,1.09
MACABROS,somedieyoung~~,0.582,0.775,33.33,0.799,281.78,0.0,0.0,1.099,0.44,1.145,2.0,0.376,1.0,0.0,0.0,0.405,0.56
LEAVE NO WITNESS,sscary,0.739,0.581,25.0,0.952,336.0,0.918,0.5,0.0,0.0,1.077,1.88,0.984,2.62,0.953,19.05,0.999,1.38
FOFOS,starwindss,0.558,0.332,14.29,0.86,303.43,0.257,0.14,0.725,0.29,1.065,1.86,0.699,1.86,0.385,7.69,1.136,1.57
GODFIDENCE,suco,0.99,1.163,50.0,0.948,334.36,1.304,0.71,0.35,0.14,0.716,1.25,1.206,3.21,1.112,22.22,0.803,1.11
TEAM SECRET,swiftt./,1.22,1.329,57.14,1.117,394.0,1.047,0.57,1.524,0.61,1.288,2.25,0.966,2.57,1.112,22.22,1.035,1.43
MACABROS,twistt,0.775,0.775,33.33,0.994,350.78,0.606,0.33,0.275,0.11,1.334,2.33,0.586,1.56,1.072,21.43,0.883,1.22
BLAZAR,wisty,1.288,1.292,55.56,1.121,395.41,1.708,0.93,1.099,0.44,0.974,1.7,1.198,3.19,1.454,29.07,1.339,1.85
MOONRISE,yanD,1.105,1.086,46.67,1.233,435.2,1.34,0.73,0.5,0.2,1.334,2.33,1.379,3.67,1.0,20.0,0.434,0.6
LEAVE NO WITNESS,zett,0.738,0.581,25.0,0.862,304.25,0.459,0.25,0.95,0.38,1.145,2.0,0.657,1.75,0.715,14.29,1.36,1.88
