team name,player name,rating,rWin,win percentage,rScore,score per game,rGoals,goals per game,rAssists,assists per game,rSaves,saves per game,rShots,shots per game,rShooting,shooting percentage,rDemos,demos inflicted per game
FURIA,Lostt.,1.571,1.747,78.26,1.25,430.87,1.923,1.13,1.74,0.78,1.132,1.83,1.298,3.26,1.496,34.67,1.202,1.48
LUK ESPORTS,Luca$06,0.948,0.319,14.29,1.029,354.57,0.97,0.57,1.271,0.57,1.15,1.86,0.569,1.43,1.726,40.0,0.463,0.57
TEAM SECRET,Motta,1.304,1.584,70.97,1.095,377.58,1.311,0.77,1.65,0.74,0.816,1.32,1.286,3.23,1.035,24.0,1.494,1.84
GRATIA,PJ,0.881,0.93,41.67,0.819,282.17,1.14,0.67,0.379,0.17,0.668,1.08,1.063,2.67,1.079,25.0,1.015,1.25
GENESIS,Rmn',0.945,0.558,25.0,0.955,329.12,1.055,0.62,0.848,0.38,1.163,1.88,0.697,1.75,1.541,35.71,1.121,1.38
NOVUS AEVI,Royales,0.837,0.609,27.27,1.036,357.0,0.936,0.55,0.401,0.18,1.237,2.0,1.087,2.73,0.863,20.0,1.916,2.36
CORINTHIANS,SADNESS,1.075,1.451,65.0,1.05,362.1,1.106,0.65,0.892,0.4,0.68,1.1,1.214,3.05,0.919,21.31,1.34,1.65
FOFOS,ViitiN new bind,0.849,0.558,25.0,1.057,364.25,0.647,0.38,1.115,0.5,1.237,2.0,1.095,2.75,0.588,13.64,0.812,1.0
MOONRISE,Yukeo,0.936,0.93,41.67,1.055,363.67,0.715,0.42,0.736,0.33,1.546,2.5,0.796,2.0,0.899,20.83,0.268,0.33
FOFOS,aguz,0.829,0.558,25.0,0.992,341.88,1.276,0.75,0.0,0.0,1.002,1.62,1.095,2.75,1.176,27.27,0.91,1.12
NOVUS AEVI,alpe.,0.688,0.609,27.27,0.875,301.73,0.46,0.27,0.803,0.36,0.841,1.36,0.975,2.45,0.479,11.11,0.666,0.82
TEAM REDS,caard,1.157,0.893,40.0,1.325,456.6,1.634,0.96,0.624,0.28,1.336,2.16,1.449,3.64,1.138,26.37,0.747,0.92
NOVUS AEVI,caiotg1,0.849,0.609,27.27,1.067,368.0,0.766,0.45,1.004,0.45,1.07,1.73,0.868,2.18,0.899,20.83,1.104,1.36
TEAM REDS,crn    ,0.913,0.893,40.0,1.063,366.52,0.34,0.2,1.517,0.68,1.559,2.52,0.637,1.6,0.539,12.5,1.234,1.52
FEAR OF GOD,dappluto,1.009,0.812,36.36,0.992,342.0,1.242,0.73,1.227,0.55,0.618,1.0,0.975,2.45,1.278,29.63,1.624,2.0
TEAM REDS,davi,0.876,0.893,40.0,1.031,355.32,0.613,0.36,0.981,0.44,1.187,1.92,0.78,1.96,0.793,18.37,0.91,1.12
CORINTHIANS,droppz,1.143,1.451,65.0,0.982,338.5,1.021,0.6,1.45,0.65,0.742,1.2,1.134,2.85,0.908,21.05,1.137,1.4
FEAR OF GOD,ianpinheiro,1.005,0.812,36.36,1.066,367.64,1.089,0.64,1.004,0.45,1.126,1.82,1.015,2.55,1.079,25.0,1.478,1.82
TRUE NEUTRAL BLA,kevinacho,1.038,0.744,33.33,1.013,349.11,1.515,0.89,0.491,0.22,0.965,1.56,0.84,2.11,1.817,42.11,1.535,1.89
YONKO,klaus queridinho,1.258,1.116,50.0,1.153,397.62,1.702,1.0,0.981,0.44,1.119,1.81,1.019,2.56,1.683,39.02,1.372,1.69
TEAM SECRET,kv1.exe,1.242,1.584,70.97,1.028,354.55,1.43,0.84,1.16,0.52,0.637,1.03,1.528,3.84,0.943,21.85,1.177,1.45
PAPO DE VISAO,lagly.,0.994,1.063,47.62,0.922,317.9,1.208,0.71,0.647,0.29,0.798,1.29,1.079,2.71,1.135,26.32,0.463,0.57
BLAZAR,leodkNN,1.045,0.957,42.86,0.99,341.38,1.055,0.62,1.383,0.62,0.853,1.38,0.987,2.48,1.079,25.0,1.429,1.76
PAPO DE VISAO,lxucha,0.919,1.063,47.62,0.967,333.29,0.647,0.38,0.848,0.38,1.268,2.05,0.796,2.0,0.822,19.05,1.389,1.71
GENESIS,misery,0.609,0.558,25.0,0.865,298.12,0.425,0.25,0.268,0.12,1.002,1.62,0.995,2.5,0.431,10.0,0.91,1.12
GENESIS,"mzkn"")",0.817,0.558,25.0,0.943,325.25,0.647,0.38,1.115,0.5,1.002,1.62,1.146,2.88,0.563,13.04,0.715,0.88
BLAZAR,nxghtt,1.013,0.957,42.86,0.935,322.24,0.97,0.57,1.494,0.67,0.705,1.14,0.947,2.38,1.035,24.0,1.08,1.33
YONKO,pan.,1.072,1.116,50.0,1.093,376.75,0.749,0.44,1.673,0.75,1.119,1.81,0.995,2.5,0.755,17.5,0.966,1.19
TRUE NEUTRAL BLA,plgabriel,1.052,0.744,33.33,1.006,346.78,0.953,0.56,1.494,0.67,1.169,1.89,0.665,1.67,1.438,33.33,0.723,0.89
TRUE NEUTRAL BLA,reis zoo,0.932,0.992,44.44,0.855,294.78,0.562,0.33,1.494,0.67,0.965,1.56,0.621,1.56,0.925,21.43,0.991,1.22
GRATIA,roods.,0.947,0.93,41.67,1.099,378.92,0.562,0.33,1.494,0.67,1.187,1.92,0.796,2.0,0.719,16.67,0.544,0.67
PAPO DE VISAO,sek,0.909,1.063,47.62,1.047,361.05,0.647,0.38,0.736,0.33,1.299,2.1,0.911,2.29,0.719,16.67,1.048,1.29
FOFOS,starwindss,0.565,0.558,25.0,0.975,336.0,0.0,0.0,0.558,0.25,1.237,2.0,1.043,2.62,0.0,0.0,0.609,0.75
GODFIDENCE,suco,1.222,1.212,54.29,1.145,394.74,1.174,0.69,1.405,0.63,1.361,2.2,1.206,3.03,0.977,22.64,1.413,1.74
TEAM SECRET,swiftt./,1.301,1.584,70.97,1.037,357.39,1.532,0.9,1.36,0.61,0.699,1.13,1.218,3.06,1.271,29.47,1.494,1.84
BLAZAR,wisty,1.002,0.957,42.86,0.999,344.48,1.379,0.81,0.535,0.24,0.798,1.29,1.099,2.76,1.264,29.31,0.853,1.05
FURIA,yANXNZ^^,1.636,1.747,78.26,1.329,458.26,2.076,1.22,2.32,1.04,0.699,1.13,1.66,4.17,1.258,29.17,0.812,1.0
MOONRISE,yanD,0.746,0.93,41.67,0.753,259.58,0.562,0.33,0.558,0.25,0.773,1.25,0.963,2.42,0.595,13.79,0.609,0.75
Average,,1.0,,44.79,,344.731,,0.588,,0.448,,1.617,,2.512,,23.18,,1.231
