team name,player name,rating,rWin,win percentage,rScore,score per game,rGoals,goals per game,rAssists,assists per game,rSaves,saves per game,rShots,shots per game,rShooting,shooting percentage,rDemos,demos inflicted per game
77 BLOCKS,arpet,0.774,0.744,33.33,0.834,296.67,0.907,0.67,0.0,0.0,0.88,1.33,0.635,1.67,1.491,40.0,1.494,1.67
77 BLOCKS,badnezz,1.08,0.744,33.33,1.279,454.67,1.353,1.0,0.594,0.33,1.542,2.33,1.396,3.67,1.017,27.27,0.895,1.0
HEY (WITH RIZZ),carca,1.035,1.227,55.0,1.066,379.0,0.947,0.7,0.72,0.4,1.224,1.85,0.97,2.55,1.023,27.45,1.968,2.2
ASTRONIC ESPORTS,cramox,0.868,0.787,35.29,0.956,340.0,0.88,0.65,0.846,0.47,0.82,1.24,0.985,2.59,0.932,25.0,1.109,1.24
MUSTU FLUCK,creamyy,0.578,0.319,14.29,0.673,239.14,0.0,0.0,1.549,0.86,0.754,1.14,0.978,2.57,0.0,0.0,0.259,0.29
GENESIX,declan.0,0.904,0.744,33.33,1.019,362.42,0.677,0.5,1.351,0.75,0.939,1.42,1.206,3.17,0.589,15.79,1.047,1.17
HAIBO,devour,1.07,1.041,46.67,1.042,370.4,0.907,0.67,1.08,0.6,1.456,2.2,1.016,2.67,0.932,25.0,1.789,2.0
BONI,gamble,1.034,0.744,33.33,1.018,362.0,1.353,1.0,1.207,0.67,0.662,1.0,1.183,3.11,1.198,32.14,0.698,0.78
LE BOSH,insp1re,0.918,1.022,45.83,1.031,366.62,0.677,0.5,0.828,0.46,1.184,1.79,1.096,2.88,0.648,17.39,1.342,1.5
BONI,jori,1.252,0.744,33.33,1.236,439.33,1.502,1.11,1.603,0.89,1.323,2.0,0.974,2.56,1.621,43.48,0.796,0.89
COSMICO ESPORTS,kam,1.108,0.939,42.11,1.307,464.68,1.204,0.89,1.044,0.58,1.25,1.89,1.362,3.58,0.932,25.0,1.789,2.0
INSANITY,neiko,0.986,0.811,36.36,0.916,325.64,1.232,0.91,0.81,0.45,0.84,1.27,0.932,2.45,1.381,37.04,0.322,0.36
HAIBO,ravili.a,1.073,1.041,46.67,1.001,355.8,0.907,0.67,1.441,0.8,1.105,1.67,1.092,2.87,0.867,23.26,1.253,1.4
LE BOSH,rizon,1.008,1.022,45.83,1.119,397.67,0.839,0.62,0.684,0.38,1.601,2.42,0.856,2.25,1.036,27.78,1.047,1.17
HAIBO,skillsteal,1.233,1.041,46.67,1.324,470.8,1.353,1.0,1.08,0.6,1.634,2.47,1.168,3.07,1.216,32.61,1.548,1.73
DEATH CLOUD,strutic,0.912,1.03,46.15,0.933,331.62,0.623,0.46,1.116,0.62,1.019,1.54,0.879,2.31,0.746,20.0,0.966,1.08
BONI,yova,0.894,0.744,33.33,0.849,301.78,0.758,0.56,1.207,0.67,0.807,1.22,0.593,1.56,1.331,35.71,1.092,1.22
